001
24-08-25 11:55
1814
412
Date,Time,Pos3Dx,Pos3Dy,Pos3Dz,Course,Pitch,Roll,Distance,Speed,Temp,BattV
2024-08-25,12:08:30,-38.36,-3.23,7.60,324.20,19.70,-22.70,249.55,29.30,20.70,3.83
2024-08-25,12:08:32,-38.36,-3.23,7.30,288.00,-8.50,-10.70,249.74,16.90,20.70,3.83
2024-08-25,12:08:33,-38.36,-3.23,7.30,278.20,-12.90,4.60,249.74,16.90,20.70,-24.00
2024-08-25,12:09:50,-38.36,-3.23,8.10,136.60,-13.10,11.60,249.74,6.20,20.80,3.83
2024-08-25,12:09:52,-39.02,-2.46,8.10,124.10,4.10,-0.70,251.10,30.90,20.80,3.83
2024-08-25,12:09:54,-39.57,-1.52,8.20,122.90,-4.20,14.70,252.19,32.50,20.70,3.83
2024-08-25,12:09:56,-40.27,-0.69,8.30,131.70,-18.30,21.70,253.29,32.80,20.70,3.83
2024-08-25,12:09:58,-41.07,0.28,8.50,121.00,-12.80,17.30,254.58,39.90,20.70,3.83
2024-08-25,12:10:00,-41.59,1.46,8.80,105.40,8.80,8.70,255.94,39.10,20.70,3.83
2024-08-25,12:10:02,-41.69,1.96,8.50,82.70,13.20,-20.80,256.64,31.70,20.70,3.83
2024-08-25,12:10:03,-41.69,1.96,8.50,82.50,10.70,-17.10,256.64,31.70,20.70,-25.00
2024-08-25,12:10:57,-41.69,1.96,8.50,104.50,-28.10,10.10,256.64,0.00,20.60,3.83
2024-08-25,12:10:58,-41.69,1.96,8.50,99.00,-24.10,10.20,256.64,0.00,20.60,3.83
2024-08-25,12:11:00,-41.74,2.30,8.40,92.00,-15.70,4.00,257.03,2.50,20.60,3.83
2024-08-25,12:11:02,-41.86,3.38,8.30,94.60,9.40,2.20,258.13,31.70,20.60,3.83
2024-08-25,12:11:04,-42.07,4.44,8.40,103.70,-5.20,4.20,259.23,35.10,20.60,3.83
2024-08-25,12:11:06,-42.33,5.63,8.50,98.00,-13.90,-0.70,260.45,37.90,20.60,3.83
2024-08-25,12:11:08,-42.33,6.95,8.80,82.60,-10.20,-5.30,261.81,40.30,20.60,3.83
2024-08-25,12:11:10,-41.96,8.25,8.80,66.20,-5.20,-10.80,263.16,41.10,20.60,3.83
2024-08-25,12:11:12,-41.96,8.25,8.90,63.70,-17.60,-18.70,263.23,40.70,20.60,-26.00
2024-08-25,12:11:21,-41.96,8.25,7.80,11.40,-9.10,-6.30,263.23,6.60,20.60,3.83
2024-08-25,12:11:23,-41.37,8.40,7.90,15.70,18.60,-10.00,264.26,19.40,20.60,3.83
2024-08-25,12:11:25,-40.19,8.83,7.60,18.30,27.60,-7.30,265.55,38.70,20.60,3.83
2024-08-25,12:11:27,-39.07,9.00,7.30,355.10,31.20,-18.20,266.77,38.70,20.60,3.83
2024-08-25,12:11:29,-38.95,8.98,6.60,339.80,14.60,-15.80,267.10,32.50,20.70,-27.00
2024-08-25,12:11:30,-38.95,8.98,6.50,310.50,14.40,-9.40,267.10,16.90,20.70,3.83
2024-08-25,12:11:32,-38.86,8.30,6.20,257.90,10.80,-9.10,268.13,27.00,20.80,3.83
2024-08-25,12:11:34,-39.41,7.36,6.20,226.20,-2.30,-11.10,269.23,34.50,20.90,3.83
2024-08-25,12:11:36,-40.38,6.75,6.30,202.00,-14.80,-11.00,270.39,37.90,21.10,3.83
2024-08-25,12:11:38,-41.49,6.46,6.40,188.00,-12.70,-13.50,271.55,35.80,21.20,3.83
2024-08-25,12:11:40,-42.74,6.52,6.60,165.20,-20.50,-4.20,272.84,37.50,21.20,3.83
2024-08-25,12:11:42,-43.70,6.88,7.00,155.90,-22.20,0.30,273.94,33.30,21.20,3.83
2024-08-25,12:11:44,-44.58,7.65,7.30,121.30,-17.00,0.70,275.16,39.40,21.10,3.83
2024-08-25,12:11:46,-44.95,8.70,7.50,95.60,-3.80,-4.60,276.32,33.30,21.10,3.83
2024-08-25,12:11:48,-44.83,9.89,7.70,74.00,1.10,-2.30,277.55,37.90,21.00,3.83
2024-08-25,12:11:50,-44.40,10.97,7.70,63.60,0.10,-6.50,278.71,35.10,20.90,3.83
2024-08-25,12:11:52,-43.91,12.02,7.60,68.60,-1.70,-5.90,279.87,34.50,20.90,3.83
2024-08-25,12:11:54,-43.59,13.19,7.70,82.10,2.20,2.70,281.10,38.30,20.80,3.83
2024-08-25,12:11:56,-43.62,14.41,7.70,88.30,-6.40,-9.70,282.32,39.40,20.80,3.83
2024-08-25,12:11:58,-43.40,15.55,7.70,73.50,-1.40,3.60,283.48,37.90,20.80,3.83
2024-08-25,12:12:00,-42.95,16.76,7.70,62.90,5.20,-4.50,284.77,37.90,20.80,3.83
2024-08-25,12:12:02,-42.30,17.72,7.70,48.30,-4.00,-4.60,285.94,33.00,20.80,3.83
2024-08-25,12:12:04,-41.46,18.52,7.70,42.30,-1.40,1.00,287.10,37.20,20.80,3.83
2024-08-25,12:12:06,-40.39,19.45,7.70,39.40,23.20,2.00,288.52,43.40,20.80,3.83
2024-08-25,12:12:08,-39.94,19.80,7.20,31.00,29.00,-6.80,289.23,20.00,20.70,3.83
2024-08-25,12:12:10,-38.92,20.12,6.90,358.60,29.10,-22.40,290.39,34.20,20.70,3.83
2024-08-25,12:12:12,-38.05,19.82,6.30,329.70,27.30,-24.00,291.48,33.90,20.80,3.83
2024-08-25,12:12:14,-37.23,19.28,5.70,321.00,31.50,-23.20,292.65,36.80,20.90,3.83
2024-08-25,12:12:16,-37.23,19.28,5.40,273.50,11.30,-42.30,292.77,13.40,21.00,3.83
2024-08-25,12:12:18,-37.23,19.28,5.30,233.20,-12.90,-38.90,292.77,0.00,21.30,-28.00
2024-08-25,12:12:21,-37.23,19.28,5.30,212.00,-19.80,-1.70,292.77,6.10,21.40,3.83
2024-08-25,12:12:23,-38.32,18.79,5.50,196.20,-31.50,-4.40,294.00,30.70,21.60,3.83
2024-08-25,12:12:25,-39.32,18.52,6.00,195.10,-31.80,-1.50,295.16,35.50,21.70,3.83
2024-08-25,12:12:27,-40.50,18.26,6.30,187.40,-29.20,-4.10,296.45,39.90,21.70,3.83
2024-08-25,12:12:29,-41.61,18.35,6.80,164.20,-22.80,0.00,297.68,36.80,21.70,3.83
2024-08-25,12:12:31,-42.67,19.09,7.10,123.50,-9.70,-5.00,299.03,35.80,21.50,3.83
2024-08-25,12:12:33,-43.01,20.24,7.20,92.10,2.20,-4.50,300.26,36.50,21.40,3.83
2024-08-25,12:12:35,-42.98,21.28,7.20,90.50,-16.60,18.80,301.29,30.00,21.30,3.83
2024-08-25,12:12:37,-43.03,22.48,7.40,91.40,-12.00,13.10,302.52,38.30,21.10,3.83
2024-08-25,12:12:39,-42.94,23.70,7.50,79.10,-11.80,6.70,303.74,36.50,21.10,3.83
2024-08-25,12:12:41,-42.50,24.94,7.70,63.00,-7.40,4.70,305.10,38.70,21.00,3.83
2024-08-25,12:12:43,-41.77,25.99,7.80,47.40,-5.60,-3.60,306.39,40.30,20.90,3.83
2024-08-25,12:12:45,-40.92,26.87,7.80,46.40,-2.50,1.40,307.61,38.30,20.90,3.83
2024-08-25,12:12:47,-40.10,27.76,7.80,46.30,-7.90,1.80,308.84,36.50,20.80,3.83
2024-08-25,12:12:49,-39.68,28.16,7.80,41.20,-7.10,-8.50,309.42,0.00,20.80,3.83
2024-08-25,12:12:50,-39.68,28.16,7.80,43.30,3.60,-3.00,309.42,0.00,20.80,-29.00
2024-08-25,12:13:21,-39.68,28.16,6.50,109.00,-15.20,-2.30,309.42,0.00,20.90,3.83
2024-08-25,12:13:22,-39.68,28.16,6.50,109.90,-17.90,1.00,309.42,0.00,20.90,3.83
2024-08-25,12:13:24,-39.68,28.16,6.50,112.20,-14.30,-2.80,309.42,0.00,21.00,3.83
2024-08-25,12:13:26,-39.68,28.16,6.50,118.30,-11.90,-5.70,309.42,0.00,21.00,3.83
2024-08-25,12:13:28,-39.68,28.16,6.50,127.50,-22.80,-13.80,309.42,0.00,21.00,3.83
2024-08-25,12:13:30,-39.68,28.16,6.70,129.80,-31.10,-9.10,309.42,0.00,21.00,3.83
2024-08-25,12:13:32,-39.68,28.16,7.00,120.90,-24.00,-20.30,309.68,26.30,21.00,3.83
2024-08-25,12:13:34,-39.68,28.16,7.10,102.40,-22.70,10.40,309.68,0.00,21.00,3.83
2024-08-25,12:13:36,-39.68,28.16,7.10,71.40,-13.30,26.20,309.68,0.00,20.90,-30.00
2024-08-25,12:13:37,-39.68,28.16,7.10,63.40,-25.70,23.50,309.68,6.40,20.90,3.83
2024-08-25,12:13:39,-39.11,29.06,7.50,47.40,-20.50,-2.60,310.90,29.70,20.90,3.83
2024-08-25,12:13:41,-38.37,29.70,7.80,37.70,-16.30,7.60,311.94,30.90,20.90,3.83
2024-08-25,12:13:43,-37.50,30.30,8.10,28.70,-17.80,7.90,313.03,35.10,20.80,3.83
2024-08-25,12:13:45,-36.31,31.01,8.30,43.10,19.20,35.60,314.45,39.10,20.80,3.83
2024-08-25,12:13:47,-35.54,31.85,8.10,45.30,16.20,18.60,315.61,36.50,20.70,3.83
2024-08-25,12:13:49,-34.66,32.80,7.70,43.20,17.80,-12.70,316.97,43.00,20.70,3.83
2024-08-25,12:13:51,-33.53,33.20,7.40,359.40,35.60,-30.40,318.26,36.80,20.70,3.83
2024-08-25,12:13:53,-32.72,32.74,6.90,295.40,38.30,-61.70,319.36,31.40,20.70,3.83
2024-08-25,12:13:55,-32.60,32.00,6.30,260.40,15.80,-54.50,320.32,30.20,20.80,3.83
2024-08-25,12:13:57,-32.93,31.21,6.10,241.80,3.20,-41.10,321.23,26.10,20.80,3.83
2024-08-25,12:13:59,-33.39,30.61,6.20,224.10,-12.50,-21.60,322.00,26.30,21.00,3.83
2024-08-25,12:14:01,-34.28,29.98,6.30,206.30,-13.60,14.20,323.10,32.80,21.10,3.83
2024-08-25,12:14:03,-35.27,29.74,6.40,180.60,-17.20,32.40,324.13,30.00,21.20,3.83
2024-08-25,12:14:05,-36.46,29.91,6.60,159.90,-14.40,4.00,325.36,36.50,21.20,3.83
2024-08-25,12:14:07,-37.46,30.77,6.80,119.60,-2.90,-11.20,326.71,42.00,21.20,3.83
2024-08-25,12:14:09,-37.59,31.78,6.80,81.10,-1.30,-8.40,327.74,32.50,21.20,3.83
2024-08-25,12:14:11,-37.50,32.09,6.80,66.10,-17.70,-7.30,328.07,16.30,21.10,3.83
2024-08-25,12:14:13,-37.15,32.66,7.10,55.50,-21.90,2.20,328.84,30.70,21.10,3.83
2024-08-25,12:14:15,-36.54,33.63,7.20,65.80,-15.00,-1.60,330.00,34.50,21.00,3.83
2024-08-25,12:14:17,-36.15,34.72,7.30,74.20,-9.90,2.70,331.16,36.10,21.00,3.83
2024-08-25,12:14:19,-35.82,35.95,7.50,74.90,-10.20,0.70,332.45,36.50,20.90,3.83
2024-08-25,12:14:21,-35.51,36.71,7.60,60.20,-1.50,-2.30,333.29,22.60,20.90,3.83
2024-08-25,12:14:23,-34.94,37.64,7.70,60.60,-4.20,14.00,334.39,35.10,20.80,3.83
2024-08-25,12:14:25,-34.39,38.80,7.60,66.30,5.70,10.30,335.68,37.90,20.80,3.83
2024-08-25,12:14:27,-34.02,39.76,7.60,73.20,2.40,9.90,336.71,30.70,20.80,3.83
2024-08-25,12:14:29,-33.64,40.79,7.60,63.60,-9.50,-9.50,337.81,39.90,20.80,3.83
2024-08-25,12:14:30,-33.64,40.79,7.60,61.70,-2.40,-14.30,337.81,39.90,20.80,-31.00
2024-08-25,12:15:14,-33.64,40.79,7.70,34.90,-25.80,2.60,337.81,3.40,20.80,3.83
2024-08-25,12:15:16,-32.65,41.70,7.60,49.40,-10.50,-1.50,339.16,32.20,20.80,3.83
2024-08-25,12:15:18,-31.86,42.44,7.70,33.80,-9.20,3.40,340.26,33.00,20.80,3.83
2024-08-25,12:15:20,-30.84,42.96,7.90,21.70,-2.30,4.10,341.42,36.10,20.80,3.83
2024-08-25,12:15:22,-29.75,43.32,7.80,16.00,9.40,1.30,342.58,36.80,20.70,3.83
2024-08-25,12:15:24,-28.75,44.03,7.60,52.90,22.20,36.00,343.87,38.30,20.70,3.83
2024-08-25,12:15:26,-28.12,44.83,7.40,51.80,5.90,14.50,344.90,32.50,20.70,3.83
2024-08-25,12:15:28,-27.32,45.75,7.30,46.00,7.70,4.30,346.13,37.20,20.70,3.83
2024-08-25,12:15:30,-26.36,46.58,7.10,38.10,23.10,8.00,347.42,38.30,20.70,3.83
2024-08-25,12:15:32,-25.39,47.21,6.70,23.10,29.30,7.30,348.65,36.10,20.80,3.83
2024-08-25,12:15:34,-24.35,47.38,6.40,350.80,28.30,-2.90,349.81,32.80,20.80,3.83
2024-08-25,12:15:36,-23.38,46.95,5.80,322.40,31.30,-8.20,351.03,37.20,20.90,3.83
2024-08-25,12:15:38,-22.86,46.13,5.20,275.00,27.40,-25.40,352.19,34.80,21.20,3.83
2024-08-25,12:15:40,-23.07,45.36,4.90,233.90,14.30,-23.40,353.10,25.90,21.30,3.83
2024-08-25,12:15:42,-23.69,44.79,4.60,214.80,2.00,-12.60,354.00,28.80,21.60,3.83
2024-08-25,12:15:44,-23.76,44.75,4.70,206.40,-33.80,-4.80,354.32,16.60,21.80,3.83
2024-08-25,12:15:46,-24.40,44.46,5.00,198.40,-35.50,-2.80,355.16,26.30,21.80,3.83
2024-08-25,12:15:48,-25.36,44.29,5.30,178.20,-39.10,-4.70,356.19,34.20,22.00,3.83
2024-08-25,12:15:50,-26.45,44.63,5.70,148.00,-18.20,-1.20,357.42,35.10,22.00,3.83
2024-08-25,12:15:52,-27.05,45.19,5.80,127.00,-20.80,-0.20,358.26,26.60,22.00,3.83
2024-08-25,12:15:54,-27.55,46.16,6.20,109.90,-11.80,6.50,359.42,35.10,22.00,3.83
2024-08-25,12:15:56,-27.81,47.21,6.30,97.30,-7.60,8.90,360.52,30.90,21.90,3.83
2024-08-25,12:15:58,-27.80,48.36,6.40,80.80,-12.60,-1.30,361.68,37.20,21.80,3.83
2024-08-25,12:16:00,-27.48,49.36,6.70,66.50,-13.90,3.80,362.78,31.20,21.70,3.83
2024-08-25,12:16:02,-26.91,50.35,6.90,54.40,-11.30,-2.20,363.94,37.90,21.60,3.83
2024-08-25,12:16:04,-26.17,51.23,7.00,46.60,-6.20,1.30,365.10,35.10,21.50,3.83
2024-08-25,12:16:06,-25.40,52.00,7.10,49.10,0.90,28.20,366.19,31.40,21.30,3.83
2024-08-25,12:16:08,-24.72,52.92,7.10,53.20,16.30,24.60,367.36,37.50,21.20,3.83
2024-08-25,12:16:10,-23.86,53.83,6.90,37.30,18.70,1.50,368.65,37.50,21.20,3.83
2024-08-25,12:16:12,-22.99,54.26,6.40,22.80,19.10,16.30,369.74,30.40,21.10,3.83
2024-08-25,12:16:14,-22.20,54.83,6.10,50.50,8.30,40.90,370.78,32.20,21.20,3.83
2024-08-25,12:16:16,-21.56,55.72,6.10,58.40,4.30,30.00,371.87,32.80,21.20,3.83
2024-08-25,12:16:18,-21.14,56.58,6.00,68.90,-4.30,26.50,372.84,28.20,21.40,3.83
2024-08-25,12:16:20,-20.80,57.60,6.00,71.40,-2.20,4.40,373.94,36.50,21.50,3.83
2024-08-25,12:16:22,-20.80,57.60,6.00,80.20,4.40,14.90,373.94,0.00,21.50,-32.00
2024-08-25,12:16:25,-20.80,57.60,6.00,73.90,8.40,-14.10,373.94,8.80,21.60,3.83
2024-08-25,12:16:27,-20.01,59.15,5.70,41.50,29.20,-30.80,375.74,36.50,21.70,3.83
2024-08-25,12:16:29,-19.06,59.14,5.30,321.80,42.60,-84.00,376.84,36.80,21.70,3.83
2024-08-25,12:16:31,-18.66,58.77,4.60,321.20,10.20,-45.90,377.74,24.60,21.80,3.83
2024-08-25,12:16:33,-18.47,58.36,4.40,290.40,0.00,-25.40,378.32,18.20,21.90,3.83
2024-08-25,12:16:35,-18.27,57.40,4.20,268.80,-0.90,-26.00,379.36,30.20,22.00,3.83
2024-08-25,12:16:37,-18.61,56.52,4.10,229.90,-5.80,-16.40,380.32,28.80,22.10,3.83
2024-08-25,12:16:39,-19.51,55.91,4.10,198.20,-1.90,-14.60,381.42,35.10,22.10,3.83
2024-08-25,12:16:41,-20.40,55.89,4.10,172.00,-8.30,4.20,382.32,25.60,22.20,3.83
2024-08-25,12:16:43,-21.20,56.08,4.20,156.80,-28.10,-6.70,383.16,24.90,22.20,3.83
2024-08-25,12:16:45,-22.16,56.72,4.30,136.30,-27.40,-7.10,384.32,37.50,22.20,3.83
2024-08-25,12:16:47,-22.61,57.38,4.70,116.90,-30.90,8.40,385.23,26.60,22.20,3.83
2024-08-25,12:16:49,-22.93,58.23,5.00,99.90,-37.30,8.40,386.20,29.10,22.20,3.83
2024-08-25,12:16:51,-22.93,59.22,5.20,80.40,-18.90,8.00,387.23,30.40,22.20,3.83
2024-08-25,12:16:53,-22.78,60.09,5.60,80.20,-15.40,4.90,388.20,27.80,22.20,3.83
2024-08-25,12:16:55,-22.59,61.23,5.70,84.60,-3.90,2.40,389.36,33.90,22.20,3.83
2024-08-25,12:16:57,-22.50,62.18,5.60,76.20,-6.90,-7.70,390.32,37.20,22.10,3.83
2024-08-25,12:16:58,-22.50,62.18,5.50,74.20,-11.50,-7.20,390.32,37.20,22.10,-33.00
2024-08-25,12:17:36,-22.50,62.18,4.80,159.20,-33.80,-75.20,390.32,2.40,22.30,3.83
2024-08-25,12:17:38,-22.78,62.30,4.50,160.30,-46.50,-73.80,390.90,2.80,22.30,3.83
2024-08-25,12:17:40,-22.96,62.38,4.40,141.80,-56.50,-67.50,391.16,10.80,22.30,3.83
2024-08-25,12:17:41,-22.96,62.38,4.30,144.40,-59.60,-69.40,391.16,10.80,22.30,-34.00
2024-08-25,12:23:22,-22.96,62.38,5.60,196.30,25.40,141.40,391.16,0.90,22.10,3.83
2024-08-25,12:23:24,-22.96,62.38,5.50,140.80,39.10,123.00,391.68,19.90,22.10,-35.00
2024-08-25,12:25:36,-22.96,62.38,2.10,189.50,-10.80,101.90,391.68,3.30,22.50,3.83
2024-08-25,12:25:38,-22.96,62.38,1.70,168.90,-9.40,97.00,392.00,0.00,22.50,-36.00
2024-08-25,12:25:40,-22.96,62.38,1.10,136.30,0.00,109.20,392.00,9.70,22.50,3.83
2024-08-25,12:25:42,-22.96,62.38,0.60,124.50,-4.10,120.70,392.52,0.00,22.60,3.83
2024-08-25,12:25:43,-22.96,62.38,0.60,123.90,5.00,123.10,392.52,0.00,22.60,-37.00
